대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,11,A,그래서 그들은 어떻게 그 환경 영향을 측정하고 있어?,
,,,,,,,,,,,,12,B,라이프사이클 분석을 통해 환경 영향을 측정하고 있대. 그리고 공급망 전체에도 '재생 솔루션'에 투자하고 있어.,
,,,,,,,,,,,,13,A,글쿠나! 그러면 탄소 제로와 산림 벌채 제로를 달성하는 것도 목표인 거지?,글쿠나
,,,,,,,,,,,,14,B,맞아 내츄라앤코는 향후 10년 안에 탄소 제로를 달성하고 2025년까지 산림 벌채 제로를 달성하려고 해.,
,,,,,,,,,,,,15,A,대단한 목표네! 환경에 관심을 가지는 브랜드라면 The Body Shop을 이용해볼만 할 것 같아.,
,,,,,,,,,,,,16,B,마좌 나도 그래. 환경을 생각하는 브랜드를 응원하고 싶어!,마좌
257031,0001,남자,20,0144,여자,20,,,,미용과 패션,화장품,1,A,헬롱! 오늘 화장품에 대해 얘기해볼까?,헬롱
,,,,,,,,,,,,2,B,응응! 화장품 관련 뉴스 봤어? 개인정보 유출 사고라던데,
,,,,,,,,,,,,3,A,그래! 일본 화장품 판매점에서 USB 분실로 정보 유출 된 거 맞지?,
,,,,,,,,,,,,4,B,맞아! 해킹이 아니라 실물 분실이라니까 더 충격적이지,
,,,,,,,,,,,,5,A,짜짜 심각해... 개인정보 유출은 렬루다가 큰 문제야,짜짜;렬루
,,,,,,,,,,,,6,B,맞아... 화장품을 사면서도 개인정보가 유출될 수 있다니,
,,,,,,,,,,,,7,A,화장품을 사면 개인정보를 취급하는 건 당근이지 않을까?,당근
,,,,,,,,,,,,8,B,그래도 개인정보 보관 방법에 대한 논란이 불거진 것 같아,
,,,,,,,,,,,,9,A,맞아... 이번 사건으로 좀 더 신경 써야 할 필요가 있을 것 같아,
,,,,,,,,,,,,10,B,맞아! 개인정보 유출을 예방하는 시스템을 더욱 강화해야겠다,
,,,,,,,,,,,,11,A,그래! 보안에 더 신경 쓰는 화장품 판매점이 더 많아졌으면 좋겠어,
,,,,,,,,,,,,12,B,그럴 거야! 소비자들의 개인정보를 더욱 안전하게 지켜줘야 해,
,,,,,,,,,,,,13,A,레알 그래... 화장품을 구매하면서도 안심할 수 있어야 하잖아,레알
,,,,,,,,,,,,14,B,그래! 개인정보 유출 사고가 일어나지 않도록 노력해야 해,
,,,,,,,,,,,,15,A,맞아! 소비자들의 안전한 정보 보호를 위해서라도 말이야,
,,,,,,,,,,,,16,B,화장품 판매점들은 보안에 더 신경을 써야겠어!,
073063,0086,남자,30,0155,여자,30,,,,미용과 패션,아우터,1,A,"니트, 코듀로이 이너, 팬츠 류 상종가아우터는 저조..핸드메이드, 숏 패딩 상승",
,,,,,,,,,,,,2,B,아우터가 저조한가봐 ㅠㅠ,
,,,,,,,,,,,,3,A,그래도 핸드메이드코트는 인기가 있더라,
,,,,,,,,,,,,4,B,핸드메이드코트는 어떤 스타일이 대세야?,
,,,,,,,,,,,,5,A,오버핏 핸드메이드 코트가 인기더라,
,,,,,,,,,,,,6,B,오버핏 핸드메이드 코트는 어떤 컬러가 좋아?,
,,,,,,,,,,,,7,A,다양한 컬러감이 대세야,
,,,,,,,,,,,,8,B,라이더 무스탕은 ㅇㄸ?,
,,,,,,,,,,,,9,A,러블리한 캐주얼 스타일이 대세야,
,,,,,,,,,,,,10,B,하프후드 패딩은 어떰?,
,,,,,,,,,,,,11,A,따뜻한 컬러감에 경쟁력 있는 가격이야,
,,,,,,,,,,,,12,B,니트와 코듀로이 이너는 어떰?,
,,,,,,,,,,,,13,A,"니트는 상의로 인기가 있고, 코듀로이 이너는 하의로 대세야",
,,,,,,,,,,,,14,B,팬츠 류는 ㅇㄸ?,
,,,,,,,,,,,,15,A,팬츠 류도 인기가 있더라,
,,,,,,,,,,,,16,B,아우터보다 이너와 팬츠가 인기가 많은 건가봐,
261190,0001,남자,20,0141,여자,20,,,,미용과 패션,쥬비덤 볼룩스 XC,1,A,와 짜짜 오우예 씨몬이다!,오우예 씨몬;짜짜
,,,,,,,,,,,,2,B,뭐가 대박이야?,대박
,,,,,,,,,,,,3,A,미국 애브비에서 쥬비덤 볼룩스 XC 주사제를 FDA에서 허가받았대,
,,,,,,,,,,,,4,B,허가받은 주사제라구? 그러면 뭐가 좋은거야?,
,,,,,,,,,,,,5,A,이 주사제는 턱선 윤곽 개선용이래. 미국에서 많이 쓰는 약이라는데,
,,,,,,,,,,,,6,B,"턱선 윤곽을 개선할 수 있는 주사제라니, 박박이네!",박박
,,,,,,,,,,,,7,A,그래! 이거 하나로 이목구비가 뚜렷해지는 외모를 얻을 수 있대,
,,,,,,,,,,,,8,B,"외모도 개선하면서 이목구비도 뚜렷해진다니, 꼭 써봐야겠다",
,,,,,,,,,,,,9,A,나도 그렇게 생각해! 이 주사제가 나온 이후로 기대감이 높아졌어,
,,,,,,,,,,,,10,B,"이 주사제는 혁신적인 도약이라고 하는데, 맞는 말인 것 같아",
,,,,,,,,,,,,11,A,맞아! 이 주사제로 더 이쁜 얼굴을 만들 수 있을 거야,
,,,,,,,,,,,,12,B,레알루다가 기대돼! 언제 발매되는 거야?,레알
,,,,,,,,,,,,13,A,아직은 발매일은 정해지지 않았어. 그래도 곧 나올 거라고 해,
,,,,,,,,,,,,14,B,곧 나오면 좋겠다! 나도 이 주사제로 완전 새로운 모습으로 변신해보고 싶어,
,,,,,,,,,,,,15,A,나도! 우리 얼굴이 더 이쁘게 변하면 너무 좋을 거야,
,,,,,,,,,,,,16,B,그렇지! 혁신적인 주사제로 더 아름다워지자!,
216408,0000,남자,10,0000,남자,10,,,,미용과 패션,"페트병, 의류, 생수",1,A,충공! 와! GS25에서 페트병으로 만든 의류를 판매한다고 하던데!,충공
,,,,,,,,,,,,2,B,레알? 대박이네! 페트병으로 의류를 만든다고?,대박;레알
,,,,,,,,,,,,3,A,응! GS리테일이 ESG 경영 강화를 위해 블랙야크와 제휴한대!,
,,,,,,,,,,,,4,B,블랙야크는 무야? 첨 들어봤어.,무야
,,,,,,,,,,,,5,A,블랙야크는 자원 재활용을 위해 투명 페트병을 이용해서 의류를 만드는 기업이래.,
,,,,,,,,,,,,6,B,페트병으로 의류를 만드는 건 환경에 좋겠네! 지구를 지키는 거 같아!,
,,,,,,,,,,,,7,A,맞아! GS리테일은 투명 페트병 전용 수거함도 설치하고 수거된 페트병을 블랙야크에 보낸대!,
,,,,,,,,,,,,8,B,편의점에 가면 페트병 전용 수거함을 더 많이 볼 수 있을 것 같아!,
,,,,,,,,,,,,9,A,그래! GS25도 GS수퍼마켓도 페트병 수거함을 더 많이 설치할 거래!,
,,,,,,,,,,,,10,B,페트병을 재활용해서 의류를 만들면 어떤 의류가 나올까? 궁금하다!,
,,,,,,,,,,,,11,A,나도 궁금해! 페트병으로 만든 의류는 어떤 늬낌일까?,늬낌
,,,,,,,,,,,,12,B,생수 마시면서 의류를 입는 건 신기하다! 그런데 페트병에서 의류를 만들면 냄새가 안 나려나?,
,,,,,,,,,,,,13,A,아마도 페트병 재료를 잘 처리해서 냄새가 안 날 것 같아! 안심이야!,
,,,,,,,,,,,,14,B,그러면 꼭 한 번 입어봐야겠어! 다른 사람들한테도 자랑할 수 있을 것 같아!,
,,,,,,,,,,,,15,A,나도! 환경을 생각하면서 스타일도 챙길 수 있는 의류야 말로 완내스야!,완내스
,,,,,,,,,,,,16,B,맞아! 환경을 생각하면서 스타일도 챙기자! 페트병 의류 힘!,힘
260929,0001,남자,20,0143,여자,20,,,,미용과 패션,"에스티 로더, 브랜드 포트폴리오, 조직개편",1,A,에스티 로더 조직개편 머박이다!,머박
,,,,,,,,,,,,2,B,응! 에스티 로더 브랜드 포트폴리오도 쵝오!,쵝오
,,,,,,,,,,,,3,A,14일에 조직개편 발표됐어!,
,,,,,,,,,,,,4,B,와~ 에스티 로더는 빨리 성장하고 있어!,
,,,,,,,,,,,,5,A,브랜드 리더십 구조도 바뀌었대,
,,,,,,,,,,,,6,B,에스티 로더 최고의 성장기회를 도모하겠다는 거지?,
,,,,,,,,,,,,7,A,응! 지속적인 지원과 조율이 중요하대,
,,,,,,,,,,,,8,B,에스티 로더 진짜 레게노네,레게노;레게노네
,,,,,,,,,,,,9,A,이제 제인 허츠마크 후디스 사장이 총괄하게 됐어,
,,,,,,,,,,,,10,B,그러면 스테파니 드 라 파베리 사장은?,
,,,,,,,,,,,,11,A,스테파니 드 라 파베리 사장도 총괄하게 됐어,
,,,,,,,,,,,,12,B,파브리지오 프레다 회장에게 직보하면서 말이야,
,,,,,,,,,,,,13,A,에스티 로더는 글로벌 마켓에서 성장을 이어갈 거야,
,,,,,,,,,,,,14,B,에스티 로더는 미용과 패션 업계에서 유명한데 말이야,
,,,,,,,,,,,,15,A,에스티 로더는 엄청 변화하고 있는 거 같아,
,,,,,,,,,,,,16,B,진짜 대단한 회사네! 에스티 로더 힘!,힘
191887,0082,남자,20,0150,여자,20,,,,미용과 패션,브랄로,1,A,브랄로 잘 알아?,
,,,,,,,,,,,,2,B,"응, 들어봤어. 송중기가 입던 거 말고?",
,,,,,,,,,,,,3,A,그렇지! 그 소식 듣고 브랜드 찾아봤는데,
,,,,,,,,,,,,4,B,짜짜 브랜드 아니야?,짜짜
,,,,,,,,,,,,5,A,아쉽게도 가상의 작명이래,
,,,,,,,,,,,,6,B,"아, 그런가봐. 근데 찾아보니까",
,,,,,,,,,,,,7,A,뭐? 또 뭔가 있어?,
,,,,,,,,,,,,8,B,이탈리아 원어로 발음하면 '순화'돼 들어온 브랜드도 있대,
,,,,,,,,,,,,9,A,와우내 그거 대박이네!,대박;와우내
,,,,,,,,,,,,10,B,그래! '빈센조' 의상에 사용된 브랜드라고 해,
,,,,,,,,,,,,11,A,그러면 저거 입고 다니면 송중기처럼 멋지게 생겨?,
,,,,,,,,,,,,12,B,그럴지도! 근데 어디에서 구할 수 있을까?,
,,,,,,,,,,,,13,A,인터넷에서 판매하는 곳도 있을 거야,
,,,,,,,,,,,,14,B,ㄹㅇ 찾아봐야겠다,ㄹㅇ
,,,,,,,,,,,,15,A,그러면 너도 멋진 슈트 입고 다닐 수 있을 거야,
,,,,,,,,,,,,16,B,"응, 꼭 한 번 찾아봐야지!",
016343,0075,여자,20,0103,남자,20,,,,미용과 패션,기생충,1,A,기생충 영화 너무 인기많아!,
,,,,,,,,,,,,2,B,응! 렬루 대박이야!,대박;렬루
,,,,,,,,,,,,3,A,그리고 조여정 배우의 드레스도 화제가 됐어,
,,,,,,,,,,,,4,B,조여정 배우의 드레스? 어떤 스타일이었어?,
,,,,,,,,,,,,5,A,살색 톱과 검정 스커트로 구성된 드레스였어,
,,,,,,,,,,,,6,B,와우내 그런 스타일은 첨 들어봤어,와우내
,,,,,,,,,,,,7,A,그리고 드레스에는 한국 브랜드 '아보아보'의 옷이었어,
,,,,,,,,,,,,8,B,"한국 브랜드의 옷이라니, 멋있겠다",
,,,,,,,,,,,,9,A,맞아! 그리고 목걸이로는 '다미아니'의 다이아몬드를 착용했어,
,,,,,,,,,,,,10,B,와 목걸이까지 고급스러웠겠다,
,,,,,,,,,,,,11,A,근데 시상식 영상이 공개되자마자 반응이 갈렸어,
,,,,,,,,,,,,12,B,어떤 반응이었어?,
,,,,,,,,,,,,13,A,"부정적인 의견도 있었지만, 긍정적인 의견도 있었어",
,,,,,,,,,,,,14,B,옷에 대한 취향은 사람마다 다르겠지,
,,,,,,,,,,,,15,A,마좌 그래서 논란이 되었던 것 같아,마좌
,,,,,,,,,,,,16,B,근데 조여정 배우는 어떤 옷을 입어도 매력적이야,
105370,0077,여자,20,0109,남자,20,,,,미용과 패션,Y2K,1,A,와 이번에 Y2K 패션 유행하잖아!,
,,,,,,,,,,,,2,B,짜짜? 나도 좋아하는 스타일이야!,짜짜
,,,,,,,,,,,,3,A,맞아! 김수미 대표가 유포리아 메이크업으로 트렌드를 요약했대,
,,,,,,,,,,,,4,B,거칠고 자연스러운 늬낌의 배기 팬츠나 찢어진 청바지가 유행한대,늬낌
,,,,,,,,,,,,5,A,그리고 Y2K패션에 어울리는 화려한 눈 화장도 인기가 많대,
,,,,,,,,,,,,6,B,짜짜? 나도 한 번 해봐야겠다!,짜짜
,,,,,,,,,,,,7,A,그리고 볼로냐 코스모프로프에서 유포리아 화장과 관련된 메이크업 도구들이 많이 출품됐대,
,,,,,,,,,,,,8,B,와 ㄹㅇ? 가서 구매해야겠다!,
,,,,,,,,,,,,9,A,아이섀도와 글로시한 립 트렌드도 Y2K의 영향을 받았대,
,,,,,,,,,,,,10,B,레알? 그러면 나도 따라해봐야겠다!,레알
,,,,,,,,,,,,11,A,그리고 신기한 건 3040세대가 아닌 Z세대에게 새로운 문화 트렌드로 자리매김했다는 거야,
,,,,,,,,,,,,12,B,와 레알루다가 머단해! Z세대는 항상 트렌디하다니까,레알;머단해
,,,,,,,,,,,,13,A,"맞아! 슨스에는 을지로, 용산, 한남동에서 '힙'한 사진들이 올라오고 있어",슨스
,,,,,,,,,,,,14,B,와 레알? 나도 한 번 찍어봐야겠다!,레알
,,,,,,,,,,,,15,A,그래! 우리도 Y2K 패션과 메이크업으로 트렌디하게 변신해보자!,
,,,,,,,,,,,,16,B,그래! 같이 유행을 즐기자!,
258696,0001,남자,20,0145,여자,20,,,,미용과 패션,에이본,1,A,에이본의 몰입체험 센터가 오픈됐어!,
,,,,,,,,,,,,2,B,와 ㄹㅇ 어디에 있는 거야,ㄹㅇ
,,,,,,,,,,,,3,A,로스앤젤레스에 있는 Studio 1886이라는 곳이래.,
,,,,,,,,,,,,4,B,스튜디오 1886? 왜 그 이름인데?,
,,,,,,,,,,,,5,A,에이본이 설립된 해를 기념해서 그 이름을 붙인 거래.,
,,,,,,,,,,,,6,B,애초에 에이본이란 브랜드가 뭔지 모르겠는데.,
,,,,,,,,,,,,7,A,에이본은 화장품 브랜드라고! 유명한 거야.,
,,,,,,,,,,,,8,B,"아, 그런 건가! 그 센터에서 뭐할 수 있는데?",
,,,,,,,,,,,,9,A,에이본의 베스트셀러 제품들을 한자리에서 만날 수 있어.,
,,,,,,,,,,,,10,B,짜짜? 그러면 어떤 제품들이 있는 거야?,짜짜
,,,,,,,,,,,,11,A,"ANEW, Skin So Soft, CHI Haircare, The Face Shop, belif 등이 있대.",
,,,,,,,,,,,,12,B,너무 많아서 고르기 힘들겠다ㅠㅠ,
,,,,,,,,,,,,13,A,그래도 화장품 애호가들에게는 파라다이스일 거야!,
,,,,,,,,,,,,14,B,화장품을 사러 가기 전에 꼭 가봐야겠어ㅋㅋ,
,,,,,,,,,,,,15,A,"응, 꼭 가보고 싶다면 꼭 가봐! 나도 가보고 싶어!",
,,,,,,,,,,,,16,B,같이 가서 놀자!ㅎㅎ,
112937,0082,남자,20,0145,여자,20,,,,미용과 패션,"화장품, 미세 플라스틱",1,A,화장품 내 미세 플라스틱 측정이 중요해.,
,,,,,,,,,,,,2,B,ㅇㅋㅇㅋ 미세 플라스틱이 해양 오염의 원인이라더라.,
,,,,,,,,,,,,3,A,마좌 그래서 중국에서는 플라스틱 입자 검출에 대한 국가 표준을 시행했대.,마좌
,,,,,,,,,,,,4,B,"플라스틱을 정성적으로 검출하는 방법이라는데, 어떤 방법인 거야?",
,,,,,,,,,,,,5,A,적외선 스펙트럼법을 이용해서 푸리에 변환을 해.,
,,,,,,,,,,,,6,B,푸리에 변환? 그게 ㅁㅇ?,
,,,,,,,,,,,,7,A,공간영역을 단일대역으로 변환하거나 그 반대로 변환하는 거야.,
,,,,,,,,,,,,8,B,"아하, 글쿠나. 그러면 이 방법을 통해 미세 플라스틱을 어떻게 검출하는 거야?",글쿠나
,,,,,,,,,,,,9,A,"화장품 내에서 지름 5mm 미만의 플라스틱 조각, 섬유, 입자를 검출해.",
,,,,,,,,,,,,10,B,글쿠나. 그러면 이 표준을 구현하는 건 미세플라스틱이 포함된 화학제품 판매 금지를 위한 조치라는 거지?,글쿠나
,,,,,,,,,,,,11,A,맞아 2022년 말까지 그 목표를 달성하기 위한 조치래.,
,,,,,,,,,,,,12,B,최근에는 미세 플라스틱에 대한 제재가 전세계적 트렌드가 되고 있어.,
,,,,,,,,,,,,13,A,웅웅 해양 오염의 원인이 되니까 그런 거겠지?,
,,,,,,,,,,,,14,B,맞아 그래서 더 중요한 문제가 되고 있어.,
,,,,,,,,,,,,15,A,미세 플라스틱은 화장품뿐만 아니라 다른 제품에서도 흔히 사용되는 거지?,
,,,,,,,,,,,,16,B,"그렇지. 샤워젤이나 치약, 자외선차단제, 파우더류 제품에도 많이 사용돼.",
174061,0102,여자,20,0110,남자,20,,,,미용과 패션,플라즈,1,A,플라즈 팝업스토어 가보러 갈까?,
,,,,,,,,,,,,2,B,좋아~ 언제 가자고?,
,,,,,,,,,,,,3,A,이번 주말에 ㅇㄸ,ㅇㄸ
,,,,,,,,,,,,4,B,그래! 날짜 알려줘,
,,,,,,,,,,,,5,A,토요일이나 일요일 중에 어떤 날이 좋을까?,
,,,,,,,,,,,,6,B,일요일이 좋을 것 같아!,
,,,,,,,,,,,,7,A,그러면 일요일 오전에 만나자,
,,,,,,,,,,,,8,B,"오전에는 시간이 안 되는데, 오후로 해야겠어",
,,,,,,,,,,,,9,A,그러면 오후 2시에 롯데월드몰로 만나자,
,,,,,,,,,,,,10,B,알겠어! 그러면 일요일 오후 2시에 롯데월드몰 플라즈 팝업스토어에서 봐!,
,,,,,,,,,,,,11,A,응! 그러면 일요일에 봐요!,
,,,,,,,,,,,,12,B,잘 다녀와!,
,,,,,,,,,,,,13,A,고마워! 플라즈에서 좋은 옷을 구매하고 올게!,
,,,,,,,,,,,,14,B,기다릴게! 재밌게 쇼핑해!,
,,,,,,,,,,,,15,A,고마워! 플라즈에서 만나자!,
,,,,,,,,,,,,16,B,그래! 일요일에 봐!,
258146,0001,남자,20,0148,여자,20,,,,미용과 패션,브라더 밸리스,1,A,브라더 밸리스에서 새로운 제품 나왔어?,
,,,,,,,,,,,,2,B,"응, 세포라와 콜라보한 메이크업 백 컬렉션을 선보이더라",
,,,,,,,,,,,,3,A,와우내 그래서 어떤 제품이야?,와우내
,,,,,,,,,,,,4,B,고급스런 액세서리 제품들을 3가지 메이크업 백 디자인으로 출시했어,
,,,,,,,,,,,,5,A,세포라 매장에서만 파는 거야?,
,,,,,,,,,,,,6,B,"그렇지, 미국 소비자들을 위해서 세포라 매장에서만 판매 중이야",
,,,,,,,,,,,,7,A,이런 제휴관계는 첨이네,
,,,,,,,,,,,,8,B,맞아 '브라더 밸리스'의 액세서리 제품들이 '세포라'의 고객들에게 다가갈 수 있게 된 거야,
,,,,,,,,,,,,9,A,그러니까 '브라더 밸리스' 제품들이 더 저렴한 가격으로 구매할 수 있단 말이야?,
,,,,,,,,,,,,10,B,마좌 우리의 약속대로 품질높은 제품들을 적정한 가격에 공급할 수 있게 됐어,마좌
,,,,,,,,,,,,11,A,그래서 사람들의 반응은 어떰?,어떰
,,,,,,,,,,,,12,B,미국 소비자들의 구매심리를 자극하고 있다고 해,
,,,,,,,,,,,,13,A,오로라 제임스는 알고리즘을 이용해 다양성과 포용성을 증대시키려고 노력한 거지?,
,,,,,,,,,,,,14,B,웅웅 그 노력을 아끼지 않았어,웅웅
,,,,,,,,,,,,15,A,브라더 밸리스의 디자인은 렬루 독특하고 멋지더라,렬루
,,,,,,,,,,,,16,B,맞아 그래서 이번 콜라보로 많은 사람들이 기대하고 있어,
073346,0086,남자,30,0158,여자,30,,,,미용과 패션,수입 슈즈,1,A,와우내 최근에 수입 슈즈 시장이 많이 변한 것 같아,와우내
,,,,,,,,,,,,2,B,"응, 맞아. 전개사 교체나 사업 중단도 많이 있더라",
,,,,,,,,,,,,3,A,그래서 국내 수입 슈즈 시장이 하향 곡선을 그리기 시작한 거구나,
,,,,,,,,,,,,4,B,마좌 글로벌 가격이 실시간으로 공유되고 직구가 증가하면서 경쟁이 치열해졌어,마좌
,,,,,,,,,,,,5,A,그러면 유통사의 병행 수입은 어떤 영향을 미치는 거야?,
,,,,,,,,,,,,6,B,병행 수입이 활발해지면서 국내 수입 슈즈 시장에 타격을 입었어,
,,,,,,,,,,,,7,A,글쿠나. 그러면 최근에 어떤 이변이 있었어?,글쿠나
,,,,,,,,,,,,8,B,싱가폴 SPA 슈즈 찰스앤키스가 국내 전개사를 종전 트라이본즈에서 직진출로 전환했어,
,,,,,,,,,,,,9,A,찰스앤키스는 매장 수를 2배 이상 확대한다고 하더라,
,,,,,,,,,,,,10,B,그래서 직진출을 위해 인적 인프라 구축에 나섰대,
,,,,,,,,,,,,11,A,한편으로는 국내 사업을 중단하는 경우도 있나봐,
,,,,,,,,,,,,12,B,맞아 삼성물산패션부문이 인수해 전개해 온 나인웨스트가 국내서 철수한대,
,,,,,,,,,,,,13,A,나인웨스트도 중가 슈즈 브랜드 중 하나였는데 아쉽네,
,,,,,,,,,,,,14,B,ㅇㅋㅇㅋ 국내 수입 슈즈 시장은 계속해서 변화하고 있는 것 같아,
,,,,,,,,,,,,15,A,그래서 앞으로는 어떤 변화가 예상되는 거야?,
,,,,,,,,,,,,16,B,새해에는 찰스앤키스와 솔트앤초콜릿 등 새로운 수입 슈즈 브랜드가 시장에 등장할 것 같아,
259092,0001,남자,20,0146,여자,20,,,,미용과 패션,"화장품, 방부제, 부틸파라벤",1,A,한국에서도 부틸파라벤 사용 줄었으면 좋겠다,
,,,,,,,,,,,,2,B,ㅇㅋㅇㅋ 부틸파라벤이 유해하다는 소식 들었어?,ㅇㅋㅇㅋ
,,,,,,,,,,,,3,A,"응, 방부제라고해서 많이 사용되는데 유럽에서는 퇴출되기로 했대",
,,,,,,,,,,,,4,B,그래서 우리나라에서도 퇴출될까?,
,,,,,,,,,,,,5,A,아마 좀 더 연구가 필요할 것 같아,
,,,,,,,,,,,,6,B,부틸파라벤 대신에 다른 안전한 성분으로 대체될 수 있을까?,
,,,,,,,,,,,,7,A,"그건 모르겠는데, 화장품 회사들이 노력해야겠다",
,,,,,,,,,,,,8,B,짜짜 중요한 문제인 것 같아,짜짜
,,,,,,,,,,,,9,A,"응, 화장품을 사용하는 사람들에게 안전한 제품을 제공해야 해",
,,,,,,,,,,,,10,B,마좌 건강을 생각하면 화장품 선택도 중요하다,마좌
,,,,,,,,,,,,11,A,그래서 화장품 성분을 자세히 확인해봐야겠다,
,,,,,,,,,,,,12,B,나도 ㅇㅇ 피부에 좋은 성분으로 이루어진 제품을 찾아봐야지,ㅇㅇ
,,,,,,,,,,,,13,A,화장품 회사들이 안전성을 더욱 신경 써야 할 때인 것 같아,
,,,,,,,,,,,,14,B,마좌 소비자들의 건강을 생각해야지,마좌
,,,,,,,,,,,,15,A,그래서 부틸파라벤 외에도 다른 유해한 성분들은 없는지 알아봐야겠어,
,,,,,,,,,,,,16,B,ㅇㅋㅇㅋ 화장품 선택은 조심해야겠다,ㅇㅋㅇㅋ
258106,0001,남자,20,0142,여자,20,,,,미용과 패션,"에스티 로더, 데시엠 뷰티 그룹, 화장품업계",1,A,에스티 로더가 데시엠 뷰티 그룹에 투자를 하네 ㅋㅋ,
,,,,,,,,,,,,2,B,에스티 로더가 왜 그렇게 투자를 했는지 궁금하다 ㅎㅎ,
,,,,,,,,,,,,3,A,데시엠은 화장품업계에서 변화를 불러일으키려는 기업이야,
,,,,,,,,,,,,4,B,그래서 에스티 로더가 투자를 한 거구나,
,,,,,,,,,,,,5,A,그렇다고 해 ㅎㅎ 에스티 로더는 데시엠의 지분을 76%로 올렸대,
,,,,,,,,,,,,6,B,지분을 이렇게 높이다니 레게노다,레게노
,,,,,,,,,,,,7,A,에스티 로더는 3년 후에 데시엠의 잔여지분 전체를 인수할 거래,
,,,,,,,,,,,,8,B,에스티 로더는 데시엠에 큰 기대를 가지고 있는 모양이네,
,,,,,,,,,,,,9,A,그런 것 같아 ㅎㅎ 에스티 로더는 창의성과 혁신성을 중요시하는 기업이라는데,
,,,,,,,,,,,,10,B,데시엠은 진정성과 투명성을 강조하는 회사인데 그런 가치를 공유하는 거겠지,
,,,,,,,,,,,,11,A,맞아 맞아! 그래서 서로 잘 맞는 거겠지 ㅋㅋ,
,,,,,,,,,,,,12,B,에스티 로더도 데시엠도 오래가는 회사들이니까 앞으로 더 좋은 성과를 이루리라 믿어,
,,,,,,,,,,,,13,A,헐 진짜 기대되는데 ㅎㅎ 미용과 패션 업계에 큰 영향을 끼칠 것 같아,
,,,,,,,,,,,,14,B,맞아 맞아! 화장품을 좋아하는 사람들에게는 좋은 소식이겠다,
,,,,,,,,,,,,15,A,그렇다고!! 이번에 데시엠의 제품도 더 많이 알려지겠다,
,,,,,,,,,,,,16,B,화장품에 관심이 있는 사람들에게는 반드시 알아둬야 할 브랜드가 될 거야,
259459,0001,남자,20,0150,여자,20,,,,미용과 패션,파페치,1,A,파페치 뷰티가 폐쇄될 거야?,
,,,,,,,,,,,,2,B,"응, 올해 8월에 폐쇄된다고 해.",
,,,,,,,,,,,,3,A,왜 그런 결정을 내렸을까?,
,,,,,,,,,,,,4,B,파페치는 오프라인 매장이 더 선호되는 패션 브랜드들과 협력하기 어려운 상황이었어.,
,,,,,,,,,,,,5,A,그래서 이제는 바이올렛 그레이만 남는 거야?,
,,,,,,,,,,,,6,B,그렇대 바이올렛 그레이는 파페치 그룹의 독립적인 사업부문으로 계속 경영될 거야.,
,,,,,,,,,,,,7,A,파페치는 뷰티 제품 조달이 어려웠다고 했지?,
,,,,,,,,,,,,8,B,"응, 그리고 미국경기가 침체되면서 이익이 줄어들어서 조기철수를 결정한 것 같아.",
,,,,,,,,,,,,9,A,파페치 뷰티가 한 해도 안 되서 폐쇄되다니 까비다.,까비다
,,,,,,,,,,,,10,B,ㅇㅇ 그런데 다른 뷰티 플랫폼들은 어떨까?,ㅇㅇ
,,,,,,,,,,,,11,A,다른 뷰티 플랫폼들은 아직까지는 잘 유지되고 있을 거 같아.,
,,,,,,,,,,,,12,B,파페치 뷰티 폐쇄 소식은 뷰티 업계에 충격이 됐을 거야.,
,,,,,,,,,,,,13,A,마좌 파페치가 이미 유명한 패션 브랜드들을 취급하고 있었는데 아쉬워.,마좌
,,,,,,,,,,,,14,B,하지만 그래도 바이올렛 그레이는 계속 운영될 거니까 다행이야.,
,,,,,,,,,,,,15,A,웅웅 그렇게 생각하면 좋겠다.,웅웅
,,,,,,,,,,,,16,B,ㅇㅇ 우리도 다른 뷰티 플랫폼을 이용하면 되니까 걱정하지 말자.,ㅇㅇ
113444,0082,남자,20,0147,여자,20,,,,미용과 패션,화장습관,1,A,충공! 와! 요즘 화장하는 시간이 줄었어 ㅠㅠ,충공
,,,,,,,,,,,,2,B,나도 그래! 집에만 있으니까 꾸미는 것도 귀찮아지고,
,,,,,,,,,,,,3,A,그래서 화장품 사용도 줄었어,
,,,,,,,,,,,,4,B,나도 그래! 파운데이션도 안바르게 됐어,
,,,,,,,,,,,,5,A,그래도 색조화장은 좀 해야지,
,,,,,,,,,,,,6,B,맞아! 립스틱은 꾸준히 발라야지,
,,,,,,,,,,,,7,A,근데 설문조사에 따르면 화장을 덜 하는 사람들이 많대,
,,,,,,,,,,,,8,B,짜짜? 그럴까? 그럴리가 없잖아,짜짜
,,,,,,,,,,,,9,A,"응, 25%나 줄였대",
,,,,,,,,,,,,10,B,그래도 나는 화장을 좀 해야지,
,,,,,,,,,,,,11,A,나도 그래! 향수는 덜 쓰게 됐지만,
,,,,,,,,,,,,12,B,향수는 집에서 쓸 일이 없으니까 그래도 괜찮아,
,,,,,,,,,,,,13,A,맞아! 그리고 네일폴리시도 덜 발라게 됐어,
,,,,,,,,,,,,14,B,나도 그래! 손톱에 신경을 덜 쓰게 됐어,
