대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,13,A,"대박사건, 그럼 차로 가면 보름달과 청사초롱을 감상하면서 버거도 먹을 수 있겠네. 기대된당. 언제부터 팔기 시작하는거야?",대박사건
,,,,,,,,,,,,14,B,맥도날드 공식 사이트나 SNS를 확인하면 알 수 있을 거야.,
,,,,,,,,,,,,15,A,"그래, 나도 한번 확인해봐야겠다. 알려줘서 고마워!",
,,,,,,,,,,,,16,B,응 우리 같이 한 번 먹으러 가보자!,
275247,0029,여자,40,0129,남자,40,,,,건강 및 식음료,"킹크랩 가격 3개월 전보다 41.3% 하락, 4년만에 폭락",1,A,친구야 기회가왔다! 킹크랩 가격이 떨어졌단다 ㅋ,
,,,,,,,,,,,,2,B,잉? 킹크랩 가격이 떨어졌다고? 왜?,
,,,,,,,,,,,,3,A,러시아 전쟁때문에 물량이 증가해서 가격이 떨어졌댕.,
,,,,,,,,,,,,4,B,전쟁은 슬프지만 킹크랩가격이 떨어진건 좋네.,
,,,,,,,,,,,,5,A,웅. 3개월 전보다 41.3%나 떨어졌대. 4년만에 폭락이라고 하더라.,
,,,,,,,,,,,,6,B,헐랭.. 엄청 많이 떨어졌구나. 그럼 1kg에 얼마정도 하는거야?,헐랭
,,,,,,,,,,,,7,A,지금 1kg에 7만400원이래. 3개월 전엔 12이만원했고.,
,,,,,,,,,,,,8,B,헐. 가격 떨어진거 맞아? ㅎ 떨어졌어도 비싸당.,
,,,,,,,,,,,,9,A,웅. 괜히 킹크랩이겠어? ㅠㅜ 그래도 그만큼 맛있잖아.,
,,,,,,,,,,,,10,B,그건 킹정이지. 근데 전쟁이랑 물량이 증가한거랑 뭔상관?,킹정
,,,,,,,,,,,,11,A,"러시아, 우크라이나 전쟁때문에 미국이랑 유럽이 러시아산 해산물 수입을 금지했대.",
,,,,,,,,,,,,12,B,아하. 그래서 물량이 넘쳐나는구나.,
,,,,,,,,,,,,13,A,웅. 그래서 난 오늘 저녁 킹크랩 사러 농수산물시장 갈라고~,
,,,,,,,,,,,,14,B,맞아. 우리집 근처에 농수산물센터 있었지? ㅎ 난 안하도 구경하고 싶은데 같이 가도 돼?,
,,,,,,,,,,,,15,A,그럼 나야 넘 좋지~ 갔다가 다른거 살거 있음 사도 되니까.,
,,,,,,,,,,,,16,B,그래. 그럼 내가 너네집 앞으로 갈게~ 같이 가장,
280070,0028,남자,30,0157,여자,30,,,,건강 및 식음료,"천연 감미료 (스테비아, 알룰로스)",1,A,"야, 요새도 다이어트 음료 자주 마시냐?",
,,,,,,,,,,,,2,B,"응응, 다이어트 중이라 설탕이 좀 그래서 자주 찾게 되더라고.",
,,,,,,,,,,,,3,A,그래도 조심해라. 다이어트 음료에 들어있는 아스파탐이라는 첨가물이 암을 유발할 수 있다는 말이 있어.,
,,,,,,,,,,,,4,B,"아이고, 난 다이어트 콜라를 많이 마시는데 거기에도 그게 들어있겠지?",
,,,,,,,,,,,,5,A,"유감스럽게도 맞아. 다이어트 콜라에도 아스파탐 들어간다니까. 너무 걱정마, 이제부턴 주의하면 돼.",
,,,,,,,,,,,,6,B,"어이쿠, 그럼 이제 뭘 마셔야 하나? 설탕 든 건 또 안 되는데...",
,,,,,,,,,,,,7,A,나 같은 경우는 알룰로스 들어간 감미료 찾아서 마셔.,
,,,,,,,,,,,,8,B,응? 알룰로스가 뭐야?,
,,,,,,,,,,,,9,A,"알룰로스는 자연에서 나오는 성분이야, 대추야자나 건포도 같은 거에서 추출한 건데 설탕의 70% 정도의 단맛이 있어. 그리고 칼로리는 1g당 0.4칼로리래.",
,,,,,,,,,,,,10,B,"오, 그럼 설탕 대신에 먹으면 다이어트에도 좋겠네?",
,,,,,,,,,,,,11,A,"응, 거의 대사되지 않아서 체외로 배출된다고 해.",
,,,,,,,,,,,,12,B,진짜? 넌 그럼 뭐 마시고 그래?,
,,,,,,,,,,,,13,A,나는 다이어트 사이다나 다이어트 밀키스 같은 거 마셔. 알룰로스 들어간 거 말이야.,
,,,,,,,,,,,,14,B,좋은 정보네. 나도 한번 마셔봐야겠다. 그런데 알룰로스가 안전하게 입증된 거야?,
,,,,,,,,,,,,15,A,미국에서는 FDA 승인 받았지만 유럽은 아직이야. 그리고 많이 먹으면 속 불편하거나 설사 같은 증상 일어날 수도 있어.,
,,,,,,,,,,,,16,B,"아하, 그것도 완전히 안전한 건 아니구나. 역시 뭐든지 적당히 먹어야겠다.",
280173,0054,여자,20,0104,남자,20,,,,건강 및 식음료,초당옥수수 디저트 인기,1,A,강릉 갔을 때 진짜 어디를 가든 커피 맛이 일품이었어!,
,,,,,,,,,,,,2,B,"맞아, 강릉이야말로 진정한 커피 천국이지. 커피가 진짜 꿀맛이었어!",
,,,,,,,,,,,,3,A,"응, 정말 맛있는 커피들이 많았어. 우리가 마셨던 거 이름이 뭐였더라?",
,,,,,,,,,,,,4,B,초당 옥수수 커피 말하는 거야? 그거 진짜 맛나더라고. 기다린 보람이 있었어.,
,,,,,,,,,,,,5,A,"아, 초당 옥수수 커피 맞아. 그거 어디서 샀었지?",
,,,,,,,,,,,,6,B,기억 안 나? 갤러리밥스라는 그 난설헌로에 있는 가게에서 샀잖아.,
,,,,,,,,,,,,7,A,"아하, 기억 났어. 엄청 오래 기다렸었지, 그치? 그런데 그 가게가 최근에 무슨 콜라보 했다며?",
,,,,,,,,,,,,8,B,"맞아, 세븐일레븐하고 손잡고 편의점에서도 팔기 시작했다니까! 돈 좀 쓸 준비해야겠어.",
,,,,,,,,,,,,9,A,역시 인기 많으니까 편의점하고도 협업을 한 거구나. 요즘 초당 옥수수 디저트도 많이 보이던데?,
,,,,,,,,,,,,10,B,폴바셋에서 초당 옥수수 아이스크림 나왔다며? 나 그거 먹어봤는데 진짜 중독성 있어.,
,,,,,,,,,,,,11,A,진짜? 폴바셋은 멀어서 힘든데 다른 건 없어?,
,,,,,,,,,,,,12,B,"이마트24에서 파는 초당 옥수수 팝콘도 있고, 배스킨라빈스에서 나온 초당 옥수수 미니언즈 아이스크림도 있대!",
,,,,,,,,,,,,13,A,나 진짜 옥수수 덕후인데 다 사먹어야겠다. 그럼 넌 뭐가 가장 맛있었어?,
,,,,,,,,,,,,14,B,나는 사실 갤러리밥스에서 마신 초당 옥수수 커피가 최고였어.,
,,,,,,,,,,,,15,A,편의점에서 파는 커피도 마셔봤어? 매장에서 마시는 거랑 맛 차이가 있어?,
,,,,,,,,,,,,16,B,당연하지. 갤러리밥스에서는 바로 그 자리에서 내려주니까 더 맛있었어.,
,,,,,,,,,,,,17,A,알겠어. 나도 편의점 커피 한번 사먹어보고 비교해볼게. 먹고나서 인스타그램에도 올려야지.,
,,,,,,,,,,,,18,B,"응, 같이 올리자! 나도 다시 먹고 싶어. 같이 가자!",
280360,0032,여자,30,0112,남자,30,,,,건강 및 식음료,마라 엽기떡볶이,1,A,"어이, 엽기떡볶이에서 마라맛 떡볶이 새로 출시했다며? 집까지 가져다주는 서비스도 있어?",
,,,,,,,,,,,,2,B,"응응, 마라맛 떡볶이 1만6천 원에 새로 나왔어ㅎㅎ. 배달도 되고 말고. 내가 집에서 배달 시켜서 먹었어ㅎㅎ.",
,,,,,,,,,,,,3,A,"헐, 진짜 편하게 먹었네?ㅎㅎ. 그 마라 떡볶이 양은 어떻게 되?",
,,,,,,,,,,,,4,B,양은 그냥 평소에 먹던 떡볶이하고 똑같아. 대충 3~4명이 먹을만큼 되더라ㅎㅎ.,
,,,,,,,,,,,,5,A,그럼 매운 정도는 어떻게 조절해?,
,,,,,,,,,,,,6,B,"덜 매운 맛하고 원래 맛, 이렇게 두 종류에서 골라서 먹을 수 있어. 취향대로 고르면 되지!",
,,,,,,,,,,,,7,A,"오, 참 좋네. 그럼 사이드 메뉴는 뭐가 있어?",
,,,,,,,,,,,,8,B,사이드는 그냥 기본으로 나와. 쿨피스하고 단무지ㅎㅎ. 마라 떡볶이라고 해서 특별한 사이드는 없어ㅎㅎ.,
,,,,,,,,,,,,9,A,그 맛은 어땠어? 마라맛이 제대로 느껴지던가?,
,,,,,,,,,,,,10,B,난 덜 매운 걸로 주문했는데 사실 마라맛은 별로 안 났어. 소스가 좀 달다 못해 궁중떡볶이 같은 느낌이었지ㅎㅎ.,
,,,,,,,,,,,,11,A,"그렇구나, 마라맛 제대로 느끼고 싶으면 원래 맛을 주문해야겠네. 가격 대비해서 맛이나 양은 어떤가?",
,,,,,,,,,,,,12,B,"아무래도 양은 충분한 편이었고, 토핑도 제법 들어가 있고 그랬어. 맛은 마라향이 적어서 좀 그랬지만 가성비는 괜찮다고 생각했어.",
,,,,,,,,,,,,13,A,알겠어ㅎㅎ. 토핑은 뭐가 들어가?,
,,,,,,,,,,,,14,B,"유부, 소세지, 떡, 짜장면, 어묵 이런 것들로 푸짐하게 들어가 있더라ㅎㅎ.",
,,,,,,,,,,,,15,A,"오, 맛있어 보이는 재료들로 가득하네. 나도 한번 시켜봐야겠다! 나는 원래 맛으로 주문해서 맛보려고ㅎㅎ.",
,,,,,,,,,,,,16,B,그래ㅎㅎ. 원래 맛으로 먹고 나서 맛 어땠는지 꼭 말해줘ㅎㅎ.,
276037,0095,여자,30,0114,남자,30,,,,건강 및 식음료,"맥도날드, '진도 대파 크림 크로켓 버거' 재출시",1,A,너 저번에 맥도날드에서 대파 어쩌고 버거 먹었다고 그랬지?,
,,,,,,,,,,,,2,B,응응 진도 대파 크림 크로켓 버거ㅋㅋ 진짜 너무 맛있어서 또 먹고 싶었는데 더 이상 안 나온다고 해서 절망했지.,
,,,,,,,,,,,,3,A,나는 그때 니가 크로켓이 뜨거울 때 먹어야 하니까 꼭 매장에서 먹으라고 신신당부를 해서 차일피일 미루다가 그만..,
,,,,,,,,,,,,4,B,그러다가 재료 수급 문제였나 여튼 단종됐다고 해서 내가 너무 미안했지. 솜씻너로 만든 기분이었다랄까.,솜씻너
,,,,,,,,,,,,5,A,다른 음식도 아니고 패스트푸드 맛보기가 이렇게 빡세다니ㅋㅋ,빡세다
,,,,,,,,,,,,6,B,근데 이번 메뉴가 좀 혁신적일 정도로 맛있었어ㅋㅋ 한국 맥도날드 열일하는 듯,열일
,,,,,,,,,,,,7,A,그 진도 대파 버거가 한 달 만에 150만개 팔렸다던데?,
,,,,,,,,,,,,8,B,진짜? 첫날 인기는 그 정도 아니었던 거 같은데 입소문 탄 거 같아.,
,,,,,,,,,,,,9,A,인별에 후기 같은 게 엄청 올라왔던 거 같아. 듣자하니 진도에서 일하는 공무원이 기획한 거 같던데?,인별
,,,,,,,,,,,,10,B,"아 그건 나도 봤어. 2021년에 오뚜기, 델몬트, 맥도날드랑 전남도가 업무 협약 같은 걸 맺었나봐. 그래서 작년 7월에 보성 녹차로 키운 녹돈 버거 같은 게 출시됐다고 하더라고.",
,,,,,,,,,,,,11,A,아하 그래서 가능성 같은 걸 생각해서 제안했나 보다. 맥도날드에서 이 버거 만들려고 올해만 100톤 넘는 진도 대파를 구입했대.,
,,,,,,,,,,,,12,B,와 경제적 효과도 엄청나네! 대파만 파는 것보다 이렇게 상품으로 기획하고 개발하는 게 효과적인 거 같아.,
,,,,,,,,,,,,13,A,"진도 대파 버거의 여파인지는 모르겠는데, 사람들한테 대파라는 재료가 한번 각인되니까 비슷한 상품도 곧잘 나오는 거 같아. 대파 크림 과자나 베이글 같은 거? 사람들이 맛에 익숙해지는 걸까?",
,,,,,,,,,,,,14,B,아무래도 그런 효과도 있겠지. 생소하게 느끼려다가도 진도 대파 버거 맛봤던 사람이면 비슷한 맛이겠구나 하고 선택할듯. 나부터도 그런 듯? 던킨에서 대파 크림치즈 팝콘 낸 거 맛봤는데 맛있더라ㅋㅋ,
,,,,,,,,,,,,15,A,오 편의점에서 봤었는데 맛있나보네. 나도 먹어봐야겠다!,
,,,,,,,,,,,,16,B,응 강추니까 꼭 먹어봐!,강추
274829,0092,여자,30,0116,남자,30,,,,건강 및 식음료,반찬 구독,1,A,오늘 점심은 또 뭘 해먹지? 건강 관리는 해야겠는데 힘들어.,
,,,,,,,,,,,,2,B,그 노하우는 나한테 맡겨! 요즘에는 반찬 구독 서비스가 대세야. 건강관리 걱정 뚝!,
,,,,,,,,,,,,3,A,반찬 구독 서비스? 그게 또 뭐야? 신기하네! 나만 모르는 거야?,
,,,,,,,,,,,,4,B,장보기 귀찮고 요리하기 어렵잖아. 반찬 구독이면 매주 정해진 날짜에 다양한 반찬이 배달돼.,
,,,,,,,,,,,,5,A,"와, 갓성비 아이템인걸? 그러면 요리 스트레스 ZERO로 건강 라이프 가능하겠네!",갓성비
,,,,,,,,,,,,6,B,"맞아, 요즘 업계에서도 MZ세대 트렌드로 떠오르는 서비스야. 그들이라면 꽂힐 만한 편리미엄이지.",편리미엄
,,,,,,,,,,,,7,A,"요즘 건강 의식해서 비건도 많이 먹던데, 비건 반찬도 있어?",
,,,,,,,,,,,,8,B,당연하지! 비건 반찬도 선택할 수 있어서 비건족들에게도 인기가 많아.,
,,,,,,,,,,,,9,A,심지어 환경까지 챙긴다? 이거 완전 친환경 무브먼트잖아! 최애로 등극할 듯.ㅋㅋ,
,,,,,,,,,,,,10,B,맞아! 사회적 책임과 건강을 동시에 생각하는 사람들에게 딱 맞는 선택이지.,
,,,,,,,,,,,,11,A,화학조미료나 방부제 없는 건강한 재료로 만드는 거겠지?,
,,,,,,,,,,,,12,B,"걱정 마, 클린 먹거리에 초점을 맞추고 있으니까. 니즈를 알아서 꼼꼼하게 챙기니까.",
,,,,,,,,,,,,13,A,"이런 게 바로 플렉스 해야 할 때 사용하는 거 아닌가! 건강도 지키고, 난 행복한 집밥러.",집밥러
,,,,,,,,,,,,14,B,ㅋㅋ 진짜 시대가 좋아졌어. 이제 알아서 식탁 위아더코드를 즐기면 되겠네.,
,,,,,,,,,,,,15,A,"어디서 구독할 수 있는지 알려줘, 지금 바로 시작하고 싶어졌어! 나도 트렌디하게 가보자!",
,,,,,,,,,,,,16,B,"알려줄게, 그리고 리뷰도 함께 업로드하면 너도 인싸력 상승할 걸? 놓치지 말고 체험해볼 것!",
273697,0032,여자,40,0124,남자,40,,,,건강 및 식음료,CDC 선정 물냉이,1,A,물냉이가 슈퍼푸드라는데 들어 봄?,
,,,,,,,,,,,,2,B,물냉이가 고대부터 천연영양제로 불릴 만큼 필수 영양소랑 비타민이 풍부한 수퍼푸드라고 하더라구.,
,,,,,,,,,,,,3,A,난 사실 물냉이 본 적도 없는 것 같아.,
,,,,,,,,,,,,4,B,나도 본 적 없기는 마찬가지지 뭐. 어제 물냉이에 대한 기사 보고 안거야.,
,,,,,,,,,,,,5,A,근데 이런 슈퍼푸드는 누가 정하는 거야?,
,,,,,,,,,,,,6,B,"CDC에서 매년 40개 정도 품목을 분석해서 최강의 과일, 채소 순위를 공개하거든. 여기에서 물냉이가 계속 1위를 해서 아마 슈퍼푸드라는 말이 나왔을 거야.",
,,,,,,,,,,,,7,A,미국에서 물냉이를 먹나 보네.,
,,,,,,,,,,,,8,B,"그러게, 물냉이라니까 웬지 우리나라에서만 먹을 것 같은데 말이야.",
,,,,,,,,,,,,9,A,근데 물냉이에 어떤 성분이 들어 있길래 1위를 한 거야?,
,,,,,,,,,,,,10,B,"물냉이에는 단백질, 탄수화물, 식이섬유, 비타민 C, A, K랑 칼륨, 항산화 물질이 풍부하다고 해.",
,,,,,,,,,,,,11,A,아까 니가 말한대로 천연영양제 그 잡채구나.,그 잡채
,,,,,,,,,,,,12,B,나도 읽으면서 무슨 영양제 성분표인 줄 알았다니까.,
,,,,,,,,,,,,13,A,그럼 물냉이 효능도 엄청나겠네?,
,,,,,,,,,,,,14,B,"ㅇㅇ, 항암 작용, 만성질환 예방, 고질환 개선, 뼈 강화, 장건강 개선, 피부랑 모발 건강 개선 등에 도움을 준대.",
,,,,,,,,,,,,15,A,이렇게 건강에 도움이 많이 되면 비싸겠지?,
,,,,,,,,,,,,16,B,"ㄴㄴ, 가격도 파는 곳마다 다르지만 100그람에 3,000원 안팎이라고 해.",
,,,,,,,,,,,,17,A,"박박, 이렇게 효능이 뛰어나고 저렴한데 왜 몰랐을까? 당장 어디서 파는지 찾아봐야겠어.",박박
,,,,,,,,,,,,18,B,어디서 파는지 찾으면 나도 알려줘.,
,,,,,,,,,,,,19,A,"물론이지, 찾아보고 다시 연락할게.",
280158,0052,여자,30,0120,남자,30,,,,건강 및 식음료,전통주 구독 서비스,1,A,요즘은 소주만 계속 마셔서 질렸어. ㅎㅎ,
,,,,,,,,,,,,2,B,나는 최근에 혼자서 우리나라 전통술을 즐겨 마시고 있어. ㅎㅎ,
,,,,,,,,,,,,3,A,"맞아, 네 인스타그램에 올라오는 새로운 전통술 사진 봤어. 매일매일 어떻게 새 술을 구해?",
,,,,,,,,,,,,4,B,"전통주 정기구독 서비스 이용하고 있어서, 직접 사러 갈 필요 없어. ㅎㅎ",
,,,,,,,,,,,,5,A,"오, 전통주 정기구독이라니? 그게 뭔데? ㅎㅎ",
,,,,,,,,,,,,6,B,매달 한 번씩 집으로 다양한 전통주가 배달되는 거야. 술 종류도 여러 가지야.,
,,,,,,,,,,,,7,A,"와, 신기하다. ㅎㅎ 어디서 구독하는 거야?",
,,,,,,,,,,,,8,B,'술담화'라는 곳에서 구독 중이야. 온라인으로 신청했어.,
,,,,,,,,,,,,9,A,진짜 좋은 정보네? 술 종류도 많은 편이야?,
,,,,,,,,,,,,10,B,응응. 술담화에는 한국 전통주가 2000종 넘게 있어서 선택의 폭이 넓어.,
,,,,,,,,,,,,11,A,대단하네. 새로운 술을 많이 경험해볼 수 있겠어.,
,,,,,,,,,,,,12,B,응응. 알지 못했던 술들을 알게 되어서 좋아.,
,,,,,,,,,,,,13,A,그럼 한 번에 몇 병씩 오는 거야?,
,,,,,,,,,,,,14,B,"주제에 따라 다르지만 보통 3~4병이고, 좀 비싼 술은 2병이 들어오기도 해.",
,,,,,,,,,,,,15,A,매달 오면 배송비가 좀 부담스럽지 않아? 배송비는 얼마인데?,
,,,,,,,,,,,,16,B,배송비는 전부 무료야. 나도 그 덕분에 부담 없이 주문하고 있어.,
,,,,,,,,,,,,17,A,"오, 좋네. 나도 바로 신청해봐야겠다. 고마워.",
275817,0068,남자,50,0180,여자,50,,,,건강 및 식음료,MZ세대 매운라면 열풍,1,A,최근 신제품 라면들은 매운 라면이 대세더라. 무슨 이유가 있을까?,
,,,,,,,,,,,,2,B,그건 말이야. 요즘 MZ세대를 중심으로 매운 라면 열풍이 불고 있기 때문에 MZ세대의 입맛을 겨냥한 매운맛 라면들이 출시되고 있는 거야.,MZ세대
,,,,,,,,,,,,3,A,매운 라면 열풍? 갑자기 그런게 왜 생긴거야?,
,,,,,,,,,,,,4,B,"음. 나의 뇌피셜이긴 하지만 매운 라면이 스트레스 해소시키는 효과가 있고 또, 도전을 즐기는 MZ세대의 특성이 결합되어 나타나는 현상인 것 같아.",뇌피셜
,,,,,,,,,,,,5,A,그럴 수 있겠구나. 매운 라면으로는 어떤게 있지?,
,,,,,,,,,,,,6,B,"매운 라면의 원조라면 역시 삼양 식품을 불닭볶음면이겠고 최근 농심은 기존의 신라면보다 2배 더 매운 신라면 더 레드, 삼양 식품은 맵탱을 출시하는 등 각 식품 회사들이 매운 라면들을 연이어 출시하고 있어.",
,,,,,,,,,,,,7,A,이렇게 매운 라면들을 먹게 되면 건강에 무리가 가지는 않을까?,
,,,,,,,,,,,,8,B,맞아. 매운 라면을 먹을때는 주의가 필요해. 너무 매운 음식은 위 건강에는 치명적이라고.,
,,,,,,,,,,,,9,A,그럼 매운 라면을 먹을때는 어떻게 해야 하지?,
,,,,,,,,,,,,10,B,매운 라면을 먹게 되다면 우유나 물을 섭취해서 위에 무리가 가지 않도록 주의할 필요가 있어.,
,,,,,,,,,,,,11,A,이런 매운 라면 열풍은 언제까지 계속될까?,
,,,,,,,,,,,,12,B,"글쎄, 당분간은 계속되지 않겠어. 경제가 어렵고 불확실성이 커질수록 개인들의 계획이 뜻대로 이루어지지 않을 가능성이 커질거고 소비자들은 스스로 맛의 강도를 택할 수 있는 먹을 거리에서 위안을 찾는다는 주장도 있으니까.",
,,,,,,,,,,,,13,A,그렇겠구나. 결국 경제가 좋아지면 자연스럽게 매운 라면 열풍도 없어지겠구나.,
,,,,,,,,,,,,14,B,그럴 가능성이 높다고 봐야겠지.,
,,,,,,,,,,,,15,A,점심 시간도 가까워졌는데 오늘은 올만에 매운 라면에 도전해봐야겠다.,올만
,,,,,,,,,,,,16,B,"ㅋㅋ, 너무 매운 라면은 건강에 안 좋으니 조심해서 먹어. 맛점하고 나중에 보자.",맛점
280088,0031,여자,20,0106,남자,20,,,,건강 및 식음료,"마라탕, 탕후루 열풍",1,A,"아이고, 마라탕이 땡기네. 같이 갈 사람 찾아요.",
,,,,,,,,,,,,2,B,"저요, 저요! 저 좀 데려가 주세요!",
,,,,,,,,,,,,3,A,ㅎㅎ. 어제 먹었는데도 오늘 또 먹고 싶어요. 내일도 먹고 싶을 것 같아요...,
,,,,,,,,,,,,4,B,맞아요. 요즘 애들 사이에서 마라탕 먹고 나서 탕후루 먹는 게 대세라더라고요.,
,,,,,,,,,,,,5,A,"마라탕은 짭짤하고 매콤하니까, 탕후루는 달콤해서 그런 게 아닐까요? 매운 거 먹고 단 거 먹는 건 기본이잖아요.",
,,,,,,,,,,,,6,B,정말 동감해요. 넌 마라탕에 뭐 넣어 먹어?,
,,,,,,,,,,,,7,A,"나는 보통 매운맛 2단계에 배추, 청경채, 숙주나물, 팽이버섯, 옥수수면, 소고기, 푸주 이런 거 넣어요.",
,,,,,,,,,,,,8,B,"우리 취향 비슷하네요. 저는 매운맛 1.5단계에 당신이 넣는 재료에다가 피쉬볼이랑 메추리알, 중국당면까지 추가해요. 아, 생각만 해도 군침 도네요. 그리고 친구가 추천해준 새로 나온 면 종류가 있었는데... 이름이 뭐더라, 뉴진스처럼 들리는 그거...",
,,,,,,,,,,,,9,A,ㅎㅎ 뉴진스 같은 면이라니... 뉴진면 말하는 거야?,
,,,,,,,,,,,,10,B,"아, 맞아요, 뉴진면 ㅋㅋ. 그거 다음에 같이 먹어봐요.",
,,,,,,,,,,,,11,A,좋아요. 뉴진면 한 번 먹어보고 싶었어요.,
,,,,,,,,,,,,12,B,ㅎㅎ 좋아!! 그럼 탕후루는 뭐 먹을까요? 가장 인기 있는 과일이 뭐예요?,
,,,,,,,,,,,,13,A,"탕후루는 딸기가 제일 인기 많아요, 잘 팔려요! 딸기가 없을 때는 토마토도 인기가 많아요. 저도 거의 다 먹어봤는데 토마토가 맛있더라고요.",
,,,,,,,,,,,,14,B,정말요? 저는 토마토는 안 먹어봤어요. 어떤 과일들이 있는지 잘 모르겠지만 다른 과일이 더 맛있지 않을까요?,
,,,,,,,,,,,,15,A,"토마토 싫어하지 않으면 진짜 맛있어요. 설탕 뿌린 토마토 맛이에요! 포도, 파인애플, 귤, 블루베리, 체리 다 먹어봤는데 다 맛있지만 토마토가 최고예요...",
,,,,,,,,,,,,16,B,"그렇게 맛있다고요? 그럼 다음에 토마토 탕후루도 먹어봐요. 마라탕 먹고 후식으로 탕후루라니, 정말 맛있겠네요.",
,,,,,,,,,,,,17,A,"진짜로 먹으러 가는 거예요, 알죠?",
,,,,,,,,,,,,18,B,"네, 알고 있어요. 당연히 가야죠.",
275988,0093,남자,20,0145,여자,20,,,,건강 및 식음료,전통주 구독 서비스,1,A,요즘 MZ세대들은 술 구독 서비스에 열광하고 있대. 매달 다른 종류의 술을 큐레이션해서 보내주는 거라던데?,MZ세대
,,,,,,,,,,,,2,B,레알? 어떤 술을 큐레이션해서 보내준대?,레알
,,,,,,,,,,,,3,A,온라인으로 주류를 판매할 수 있는 전통주를 중심으로 구독 서비스가 인기라더라.,
,,,,,,,,,,,,4,B,그러면 이런 서비스는 주류를 추천해주고 집으로 배달해주는 거지?,
,,,,,,,,,,,,5,A,"맞아. 예전에 유행한 와인 구독 서비스처럼 리스트를 추천해주고, 매장에서 픽업하는 게 아니라 집으로 배달까지 해줘.",
,,,,,,,,,,,,6,B,오 찾다보니까 미술관이라는 플랫폼이 있는데 얜 어때? 특색있는 전통주를 큐레이션한다더라고.,
,,,,,,,,,,,,7,A,"미술관은 막걸리 전문인데 전문 주조사가 이달의 술과 안주를 매월 배송해주고, 재구매를 원하면 할인도 제공한다고 하더라. 너가 막걸리 좋아하면 좋을 듯!",
,,,,,,,,,,,,8,B,그러면 한 달에 몇 종류의 술을 제공하는 거야?,
,,,,,,,,,,,,9,A,보통 2~4개 종류를 제공하는 것 같아. 그리고 큐레이션 카드에 술에 대한 설명도 담아서 술의 맛을 알 수 있게 해주는 거래.,
,,,,,,,,,,,,10,B,"아, 그래서 전통주에 대한 이해가 낮은 젊은층에게 인기가 많은 거구나.",
,,,,,,,,,,,,11,A,맞아. 실제로 미술관은 젊은 층의 큰 지지를 받아서 와디즈 펀딩에서 성공했다고 하더라.,
,,,,,,,,,,,,12,B,MZ세대 사이에서 전통주가 인기가 많다는 말이 맞겠네.,
,,,,,,,,,,,,13,A,"그렇지. 실제로 술담화는 소믈리에가 개인의 취향에 맞게 추천해주는데, 한 달에 3만원대로 단품 구매보다 더 저렴하다고 하더라.",
,,,,,,,,,,,,14,B,그러면 구독이 어려운 달에는 어떻게 해주는 거야?,
,,,,,,,,,,,,15,A,그런 경우에는 쉬어가기를 해서 컨디션에 맞춰 주기적으로 술을 배달해준다고 해서 부담을 덜어준다고 하더라.,
,,,,,,,,,,,,16,B,전통주 구독 서비스는 MZ세대가 좋아하는 취향소비에 딱 맞는 기회인 것 같네.,
280285,0017,여자,30,0117,남자,30,,,,건강 및 식음료,편의점 픽업주문,1,A,"아이고, 이 동네에 사무실이 많아서 그런가, 낮에 편의점 가보면 내가 제일 좋아하는 저렴이 집밥 도시락은 이미 다 팔려버리더라고.",
,,,,,,,,,,,,2,B,그럼 그냥 인터넷으로 주문해 놓고 찾아가면 되잖아.,
,,,,,,,,,,,,3,A,응? 배달 말고도 그렇게 가져갈 수 있는 거야?,
,,,,,,,,,,,,4,B,요새 뭐든지 다 되지. 인기 있는 물건들은 미리 주문해두고 가서 받아오는 게 현명한 거야.,
,,,,,,,,,,,,5,A,그럼 미리 주문해두고 준비되면 바로 가서 받아와야 하는 건가? 점심 도시락을 미리 들고 다니는 것도 귀찮은데...,
,,,,,,,,,,,,6,B,주문할 때 당일 예약해서 원하는 시간에 맞춰 픽업할 수 있는 서비스가 있으니 걱정 말고.,
,,,,,,,,,,,,7,A,"우와, 진짜 좋은 정보 고마워~ 나처럼 게으른 사람한테는 직접 가지 않아도 되서 편한데... 그럼 배달과 다른 좋은 점은 뭐야?",
,,,,,,,,,,,,8,B,"가장 큰 이점은 배달비를 아낄 수 있다는 거야. 그리고 편의점에서 픽업 주문하는 사람들한테 자주 주는 할인 쿠폰, 묶음 할인, 카드 행사, 경품 이벤트 같은 추가 혜택이 많아.",
,,,,,,,,,,,,9,A,왜 편의점에서 픽업 주문하는 사람들에게 이런 혜택을 주는 거야?,
,,,,,,,,,,,,10,B,"편의점 입장에서는 영업 전략이야. 예약 주문해둔 상품을 찾으러 온 사람들이 매장을 돌아보다가 다른 물건도 사갈 때가 많아서 매출이 늘어나고, 재고 관리도 수월해지거든.",
,,,,,,,,,,,,11,A,"그렇구나, 그럼 그런 혜택을 의심 없이 잘 활용해야겠다ㅋㅋ. 그럼 편의점 앱 들어가서 사용하면 되는 거야?",
,,,,,,,,,,,,12,B,"응응, 편의점 앱에 들어가서 매장을 선택하고 주문하면 돼. 세븐일레븐 같은 경우에는 요기요나 배달의민족 같은 음식 배달 앱과 협업해서 서비스를 넓혔으니 그 혜택도 한번 봐봐.",
